Movie_ID,Title,Genre,Release_Date,Budget,Box_Office,IMDB_Rating,RottenTomatoes,Duration_Minutes,Language,Country,Director,Release_Year,ROI,Profit,Profit_Status
52,Rise Of Warrior,Drama,2019-08-14,114600000.0,229217350.0,7.0,72,134.0,Hindi,Uk,John Carter,2019,100.01513961605583,114617350.0,BlockBuster
53,Legend Of Empire,Romance,2021-01-31,212379255.0,492462416.0,7.1,69,137.0,English,India,James Holloway,2021,131.8787755423664,280083161.0,BlockBuster
54,Last Journey,Thriller,2020-08-06,152430025.0,166081586.0,7.0,75,134.0,English,India,John Carter,2020,8.955952739625937,13651561.0,Average
55,Shadow Of Journey,Thriller,2018-04-10,128868974.0,613644844.0,9.4,69,134.0,Spanish,Canada,Emily Stone,2018,376.1773334208434,484775870.0,BlockBuster
56,Rise Of Night,SciFi,2018-10-24,241042344.0,268600000.0,7.0,67,135.0,Spanish,France,James Holloway,2018,11.432703292994862,27557656.0,Average
57,Legend Of Revenge,SciFi,2018-08-11,94238670.0,281173170.0,7.0,67,135.0,French,France,Emily Stone,2018,198.36283767587128,186934500.0,BlockBuster
58,Shadow Of Journey,Action,2016-06-01,217706552.0,912922813.0,7.1,40,137.0,English,France,James Holloway,2016,319.33639783151773,695216261.0,BlockBuster
59,Love In Destiny,Drama,2022-07-25,95900000.0,316857578.0,8.9,79,134.0,English,Australia,John Carter,2022,230.40414807090718,220957578.0,BlockBuster
60,Rise Of Journey,Action,2022-10-13,121493328.0,595623443.0,6.1,68,130.0,English,India,Raj Mehra,2022,390.2519774583836,474130115.0,BlockBuster
61,Shadow Of Warrior,Action,2015-11-20,115609298.0,352224105.0,9.1,68,130.0,French,Uk,Emily Stone,2015,204.66762716611254,236614807.0,BlockBuster
62,Battle Of Night,Romance,2021-02-16,7522603.0,34190895.0,7.1,69,137.0,French,Uk,Sophie Laurent,2021,354.508831583961,26668292.0,BlockBuster
63,Rise Of Galaxy,SciFi,2021-05-31,108300000.0,469900000.0,7.0,67,86.0,Spanish,Australia,Alan Smith,2021,333.887349953832,361600000.0,BlockBuster
64,Last Galaxy,Horror,2018-12-14,228563489.0,1044200000.0,7.0,89,165.0,English,Uk,Alan Smith,2018,356.85336908730864,815636511.0,BlockBuster
65,Shadow Of Destiny,Comedy,2018-08-31,13956222.0,43377084.0,6.9,70,135.0,English,Uk,Alan Smith,2018,210.80821156327266,29420862.0,BlockBuster
66,Dark Destiny,SciFi,2015-11-05,221490106.0,404914151.0,7.0,63,135.0,Hindi,Canada,John Carter,2015,82.81365173033959,183424045.0,Hit
67,Last Secrets,SciFi,2022-02-28,127080695.0,274320894.0,7.0,67,163.0,English,Australia,Alan Smith,2022,115.86354559990406,147240199.0,BlockBuster
68,Love In Destiny,Action,2015-05-07,249100000.0,910465882.0,5.1,96,130.0,Hindi,Australia,Emily Stone,2015,265.5021605780811,661365882.0,BlockBuster
69,Love In Secrets,Thriller,2023-02-24,191960996.0,913136072.0,7.0,70,134.0,English,France,Alan Smith,2023,375.6883382705516,721175076.0,BlockBuster
70,Rise Of Dreams,Horror,2022-03-26,68381003.0,297424941.0,5.9,68,96.0,Spanish,Usa,John Carter,2022,334.9525861736775,229043938.0,BlockBuster
71,Shadow Of Secrets,Comedy,2015-10-09,216203565.0,432578191.0,6.1,90,120.0,English,Canada,James Holloway,2015,100.07912034197956,216374626.0,BlockBuster
72,The Warrior,Action,2019-01-07,219300000.0,281916002.0,5.4,68,152.0,English,France,Alan Smith,2019,28.55266849065207,62616002.0,Average
73,Rise Of Journey,Horror,2017-06-26,213800000.0,455318530.0,7.7,68,134.0,English,France,Emily Stone,2017,112.96470065481759,241518530.0,BlockBuster
74,Rise Of Dreams,Horror,2016-08-30,249195956.0,622000000.0,7.0,68,134.0,French,Canada,Raj Mehra,2016,149.60276642691585,372804044.0,BlockBuster
75,Rise Of Kingdom,Thriller,2017-05-30,120480752.0,114011306.0,7.0,70,178.0,Hindi,France,James Holloway,2017,-5.369692579608069,-6469446.0,Flop
76,Shadow Of Journey,Action,2016-09-01,183538533.0,302288713.0,7.1,63,156.0,Spanish,Canada,Raj Mehra,2016,64.7004081698746,118750180.0,Hit
77,Love In Dreams,Romance,2019-09-29,93500000.0,328600000.0,7.1,72,137.0,English,Usa,James Holloway,2019,251.4438502673797,235100000.0,BlockBuster
78,Rise Of Night,Horror,2017-07-15,231928198.0,696500000.0,7.0,68,134.0,English,India,Sophie Laurent,2017,200.30846012092073,464571802.0,BlockBuster
79,Rise Of Warrior,Thriller,2022-06-02,157020661.0,542985431.0,7.0,61,134.0,Hindi,Canada,Raj Mehra,2022,245.8050854848968,385964770.0,BlockBuster
80,Shadow Of Warrior,Horror,2015-07-23,27800000.0,124430634.0,7.0,68,134.0,English,Canada,John Carter,2015,347.59220863309355,96630634.0,BlockBuster
81,Last Secrets,SciFi,2020-11-28,97656632.0,237755944.0,7.0,43,135.0,English,India,James Holloway,2020,143.46113431395014,140099312.0,BlockBuster
82,The Journey,Thriller,2019-10-30,82697872.0,163456528.0,7.2,70,134.0,English,France,John Carter,2019,97.65505937081429,80758656.0,Hit
83,Dark Secrets,SciFi,2021-06-06,128414341.0,596500000.0,5.1,60,135.0,Hindi,Usa,Alan Smith,2021,364.51198157065653,468085659.0,BlockBuster
84,Love In Secrets,SciFi,2020-11-16,231689544.0,226200000.0,8.2,61,94.0,Spanish,Canada,Sophie Laurent,2020,-2.3693533619281495,-5489544.0,Flop
85,Dark Warrior,Comedy,2016-02-26,248200000.0,990996560.0,5.4,88,135.0,French,Canada,Raj Mehra,2016,299.2733924254634,742796560.0,BlockBuster
86,Dark Dreams,Action,2019-07-12,125502087.0,447427572.0,7.1,77,130.0,Hindi,France,Alan Smith,2019,256.5100650477629,321925485.0,BlockBuster
87,Last Destiny,Romance,2016-05-01,15095119.0,11411988.0,7.1,81,137.0,Spanish,India,John Carter,2016,-24.399483038192677,-3683131.0,Flop
88,Dark Destiny,Horror,2022-03-31,125936377.0,121624119.0,7.0,73,134.0,Hindi,France,Alan Smith,2022,-3.4241559926723952,-4312258.0,Flop
89,The Dreams,Action,2018-12-09,212893808.0,430600000.0,7.1,98,127.0,Spanish,Australia,Sophie Laurent,2018,102.26046217370492,217706192.0,BlockBuster
90,Love In Warrior,Horror,2022-12-13,98900000.0,187526791.0,7.0,92,170.0,French,Canada,James Holloway,2022,89.61252881698685,88626791.0,Hit
91,Shadow Of Galaxy,Drama,2020-06-14,9893723.0,21090345.0,7.0,94,149.0,Hindi,Canada,Sophie Laurent,2020,113.168945603187,11196622.0,BlockBuster
92,Shadow Of Warrior,Thriller,2022-01-02,165322121.0,362921636.0,7.0,86,134.0,French,India,Raj Mehra,2022,119.52394138471041,197599515.0,BlockBuster
93,Battle Of Galaxy,Drama,2022-10-08,69201304.0,131000000.0,7.0,72,105.0,Spanish,India,James Holloway,2022,89.30279117283686,61798696.0,Hit
94,Dark Kingdom,Action,2022-12-23,19000000.0,64344193.0,7.1,68,140.0,English,France,James Holloway,2022,238.65364736842105,45344193.0,BlockBuster
95,Love In Kingdom,Drama,2017-08-23,12159225.0,28800000.0,7.0,72,103.0,English,Uk,Alan Smith,2017,136.85720101404488,16640775.0,BlockBuster
96,Battle Of Journey,Horror,2015-01-22,191850400.0,813400000.0,5.6,68,134.0,English,Uk,John Carter,2015,323.97618144137306,621549600.0,BlockBuster
97,Battle Of Destiny,Action,2020-09-08,17817644.0,28026757.0,6.0,68,130.0,English,Australia,Emily Stone,2020,57.297771804173436,10209113.0,Hit
98,Dark Destiny,Horror,2021-06-02,27981820.0,79907137.0,7.0,68,180.0,Hindi,Usa,James Holloway,2021,185.56804739648817,51925317.0,BlockBuster
99,Rise Of Secrets,Thriller,2018-09-23,69726746.0,264800000.0,7.0,70,134.0,English,India,John Carter,2018,279.76818823583136,195073254.0,BlockBuster
100,Battle Of Empire,Comedy,2017-05-04,197211881.0,787438799.0,6.9,70,135.0,Hindi,Usa,Emily Stone,2017,299.285679446463,590226918.0,BlockBuster
101,The Dreams,Comedy,2016-05-24,56298937.0,100634295.0,6.9,61,135.0,Hindi,Canada,James Holloway,2016,78.74990250704023,44335358.0,Hit
102,Love In Destiny,SciFi,2021-10-03,220100000.0,191800000.0,7.0,67,135.0,Spanish,Australia,Alan Smith,2021,-12.857791912766924,-28300000.0,Flop
103,Dark Journey,Action,2023-02-25,49733364.0,179200000.0,7.7,68,131.0,English,India,Raj Mehra,2023,260.3214936355401,129466636.0,BlockBuster
104,The Warrior,Action,2017-08-24,187000000.0,751066765.0,9.2,78,130.0,Hindi,Uk,Alan Smith,2017,301.63998128342246,564066765.0,BlockBuster
105,Shadow Of Kingdom,Drama,2019-06-19,209800000.0,177520465.0,9.3,87,134.0,Spanish,Usa,James Holloway,2019,-15.385860343183985,-32279535.0,Flop
106,Battle Of Galaxy,Horror,2018-03-15,213027944.0,356034448.0,5.2,68,134.0,English,Australia,James Holloway,2018,67.13039675208057,143006504.0,Hit
107,Rise Of Kingdom,Horror,2018-04-04,184271878.0,380229140.0,7.0,54,110.0,English,France,John Carter,2018,106.34138216141696,195957262.0,BlockBuster
108,Dark Journey,Horror,2016-06-15,101877423.0,304900000.0,7.0,68,134.0,French,Canada,John Carter,2016,199.28122543892772,203022577.0,BlockBuster
109,Rise Of Journey,SciFi,2022-08-17,38642151.0,188407875.0,8.3,67,100.0,Hindi,India,Sophie Laurent,2022,387.57087823604854,149765724.0,BlockBuster
110,Return Of Dreams,Horror,2018-09-03,91600000.0,431162866.0,7.0,57,134.0,Spanish,Canada,John Carter,2018,370.7018187772926,339562866.0,BlockBuster
111,Shadow Of Warrior,Romance,2022-01-01,139908451.0,473512236.0,7.1,69,168.0,Spanish,France,Raj Mehra,2022,238.4443417217163,333603785.0,BlockBuster
112,Legend Of Night,Romance,2018-05-22,176527893.0,112322322.0,6.0,84,137.0,French,France,Alan Smith,2018,-36.37134614188138,-64205571.0,Flop
113,Shadow Of Dreams,Thriller,2018-07-31,59767010.0,121378821.0,7.0,75,125.0,French,Usa,James Holloway,2018,103.08665432652562,61611811.0,BlockBuster
114,Rise Of Empire,Comedy,2019-04-23,125687510.0,203065136.0,6.9,70,109.0,French,Canada,Alan Smith,2019,61.56349664338167,77377626.0,Hit
115,Battle Of Empire,Action,2019-05-30,138884788.0,618848461.0,7.4,68,130.0,Hindi,Canada,John Carter,2019,345.58404841284704,479963673.0,BlockBuster
116,Shadow Of Night,Thriller,2019-07-02,232400000.0,228631371.0,7.0,75,134.0,English,France,Raj Mehra,2019,-1.6216131669535283,-3768629.0,Flop
117,Last Secrets,Romance,2021-07-11,125891082.0,495988015.0,7.1,69,103.0,Spanish,Canada,Alan Smith,2021,293.98185091458663,370096933.0,BlockBuster
118,The Warrior,Thriller,2018-09-26,139238641.0,94841993.0,7.0,70,134.0,English,France,Raj Mehra,2018,-31.88529253169025,-44396648.0,Flop
119,Dark Kingdom,Horror,2020-12-20,203500000.0,873189025.0,7.0,61,134.0,English,Canada,Alan Smith,2020,329.085515970516,669689025.0,BlockBuster
120,Return Of Empire,Horror,2020-05-21,76277782.0,370085925.0,8.6,42,109.0,French,Uk,Alan Smith,2020,385.18181218221577,293808143.0,BlockBuster
121,Return Of Revenge,Horror,2021-09-11,45649519.0,107656196.0,7.0,68,134.0,Hindi,India,Alan Smith,2021,135.8320489641961,62006677.0,BlockBuster
122,Legend Of Dreams,Romance,2023-01-31,249846464.0,724322835.0,7.1,69,137.0,Hindi,Australia,Sophie Laurent,2023,189.90717875438895,474476371.0,BlockBuster
123,Dark Journey,Drama,2021-04-14,190300000.0,698811113.0,7.0,72,129.0,Hindi,Usa,James Holloway,2021,267.2155086705202,508511113.0,BlockBuster
124,Battle Of Night,Thriller,2020-05-16,196700843.0,168300000.0,7.0,57,98.0,English,Usa,Emily Stone,2020,-14.438597500062569,-28400843.0,Flop
125,Return Of Empire,Action,2019-08-20,247983530.0,716594709.0,7.9,40,130.0,French,Australia,Sophie Laurent,2019,188.96867021773582,468611179.0,BlockBuster
126,Dark Night,Romance,2015-08-31,207913329.0,1005804259.0,9.1,66,137.0,French,India,Emily Stone,2015,383.761317197706,797890930.0,BlockBuster
127,The Empire,Comedy,2021-05-15,239200000.0,1116200000.0,6.9,70,135.0,Hindi,India,John Carter,2021,366.6387959866221,877000000.0,BlockBuster
128,Battle Of Night,Thriller,2017-01-02,93800000.0,115400000.0,7.3,70,134.0,English,France,Emily Stone,2017,23.02771855010661,21600000.0,Average
129,Shadow Of Journey,Drama,2017-10-13,30600000.0,40750688.0,7.0,72,159.0,Hindi,Australia,James Holloway,2017,33.172183006535946,10150688.0,Average
130,Rise Of Journey,Comedy,2016-10-16,191000000.0,298545240.0,6.9,63,113.0,French,India,Alan Smith,2016,56.30640837696335,107545240.0,Hit
131,Dark Revenge,Thriller,2021-02-27,205718541.0,1018259633.0,7.0,95,134.0,Spanish,Australia,James Holloway,2021,394.97708279002427,812541092.0,BlockBuster
132,Rise Of Empire,Horror,2020-09-01,25965538.0,120158154.0,7.0,68,172.0,Spanish,France,John Carter,2020,362.7601168903182,94192616.0,BlockBuster
133,The Journey,Action,2020-03-10,246293773.0,688807108.0,7.1,68,177.0,French,Uk,John Carter,2020,179.66890904708336,442513335.0,BlockBuster
134,Rise Of Empire,SciFi,2018-12-11,205200367.0,303810611.0,7.0,67,137.0,English,Australia,Emily Stone,2018,48.0555885165644,98610244.0,Average
135,Dark Revenge,SciFi,2019-03-27,178377310.0,862814892.0,7.0,47,135.0,Spanish,India,Emily Stone,2019,383.7021547191176,684437582.0,BlockBuster
136,The Night,SciFi,2022-07-21,64777949.0,275740117.0,7.0,67,109.0,English,Australia,Alan Smith,2022,325.669724430454,210962168.0,BlockBuster
137,The Galaxy,Comedy,2015-03-10,170067190.0,671296117.0,6.9,95,116.0,French,France,Sophie Laurent,2015,294.7240599436023,501228927.0,BlockBuster
138,The Warrior,Horror,2018-03-30,149900000.0,221500000.0,5.7,82,134.0,Hindi,Usa,Raj Mehra,2018,47.765176784523014,71600000.0,Average
139,Shadow Of Revenge,Horror,2020-07-23,163800000.0,730446048.0,7.0,68,137.0,Hindi,France,Sophie Laurent,2020,345.9377582417583,566646048.0,BlockBuster
140,Return Of Galaxy,Comedy,2022-12-08,207512029.0,606075649.0,6.9,75,134.0,Hindi,India,James Holloway,2022,192.06771863813253,398563620.0,BlockBuster
141,Battle Of Dreams,Action,2021-01-02,178598781.0,152800000.0,7.1,78,94.0,Spanish,Australia,Emily Stone,2021,-14.445104751302864,-25798781.0,Flop
142,Return Of Dreams,Comedy,2015-03-04,155015283.0,228891590.0,6.9,98,174.0,French,India,Raj Mehra,2015,47.65743452534289,73876307.0,Average
143,Love In Journey,Horror,2022-04-11,91300000.0,364400000.0,7.0,69,134.0,Hindi,India,James Holloway,2022,299.1237677984666,273100000.0,BlockBuster
144,Return Of Warrior,Action,2017-04-12,89000000.0,210277533.0,5.5,64,130.0,Hindi,France,Emily Stone,2017,136.26689101123594,121277533.0,BlockBuster
145,Battle Of Warrior,Thriller,2018-12-13,177253542.0,678557295.0,7.0,81,152.0,English,Australia,John Carter,2018,282.8173402594121,501303753.0,BlockBuster
146,Shadow Of Galaxy,Action,2022-12-06,210175647.0,111125583.0,7.1,68,130.0,English,Usa,Raj Mehra,2022,-47.12727921327631,-99050064.0,Flop
147,The Kingdom,Thriller,2018-01-30,153080690.0,359896266.0,8.5,46,152.0,English,India,Raj Mehra,2018,135.10232805979643,206815576.0,BlockBuster
148,Dark Night,SciFi,2015-11-20,146319453.0,239361342.0,7.0,67,172.0,English,Usa,Alan Smith,2015,63.58818809963703,93041889.0,Hit
149,Battle Of Empire,Romance,2015-02-08,106807911.0,234685077.0,7.1,69,157.0,Spanish,Usa,Sophie Laurent,2015,119.72630566662801,127877166.0,BlockBuster
150,Battle Of Night,Action,2015-11-01,61751833.0,281324574.0,7.1,41,160.0,French,Usa,James Holloway,2015,355.572831336035,219572741.0,BlockBuster
151,Love In Kingdom,Drama,2019-04-22,48607406.0,147700000.0,7.0,54,134.0,Hindi,Usa,Emily Stone,2019,203.86316027644017,99092594.0,BlockBuster
152,Battle Of Journey,Comedy,2018-12-28,78370664.0,315517677.0,6.9,64,135.0,English,Australia,John Carter,2018,302.59666167942635,237147013.0,BlockBuster
153,Love In Warrior,Thriller,2019-05-15,27000000.0,46095979.0,7.0,70,119.0,English,Usa,Sophie Laurent,2019,70.72584814814815,19095979.0,Hit
154,Legend Of Kingdom,SciFi,2016-02-28,120690182.0,304100000.0,7.0,67,134.0,Hindi,France,Alan Smith,2016,151.96747155456274,183409818.0,BlockBuster
155,Legend Of Galaxy,Horror,2020-11-04,214156615.0,188703635.0,7.0,68,103.0,English,France,James Holloway,2020,-11.885217741231108,-25452980.0,Flop
156,Rise Of Dreams,Comedy,2017-07-10,118038798.0,218240179.0,6.9,70,135.0,Hindi,France,James Holloway,2017,84.88851352078322,100201381.0,Hit
157,Shadow Of Night,Drama,2021-10-06,120592660.0,502800000.0,7.0,72,134.0,Spanish,India,James Holloway,2021,316.94079888444287,382207340.0,BlockBuster
158,Love In Dreams,Action,2021-04-28,105946576.0,186609071.0,7.1,85,130.0,English,France,Emily Stone,2021,76.13506546922291,80662495.0,Hit
159,Last Galaxy,Comedy,2022-05-21,139030686.0,156591103.0,6.9,70,135.0,Spanish,Usa,James Holloway,2022,12.630605160072362,17560417.0,Average
160,Legend Of Secrets,Romance,2015-12-15,193343519.0,875800000.0,7.1,69,137.0,English,Usa,John Carter,2015,352.9761351866157,682456481.0,BlockBuster
161,Legend Of Kingdom,Horror,2022-09-17,74454553.0,111600000.0,7.0,77,129.0,French,Usa,James Holloway,2022,49.890094699782836,37145447.0,Average
162,Rise Of Destiny,Thriller,2016-08-03,116700000.0,541600000.0,6.8,70,134.0,English,France,Emily Stone,2016,364.09597257926305,424900000.0,BlockBuster
163,Rise Of Night,Action,2022-12-21,192035965.0,487000000.0,7.1,91,179.0,Spanish,India,Raj Mehra,2022,153.59832987534392,294964035.0,BlockBuster
164,Love In Journey,Comedy,2019-07-18,47986102.0,95466116.0,6.9,79,135.0,French,Usa,Emily Stone,2019,98.94534463332737,47480014.0,Hit
165,Rise Of Secrets,Action,2021-01-08,62700000.0,89400000.0,5.5,68,130.0,Spanish,France,Raj Mehra,2021,42.58373205741627,26700000.0,Average
166,Dark Dreams,SciFi,2021-12-03,110400000.0,346738269.0,7.0,47,124.0,English,Uk,Emily Stone,2021,214.07451902173915,236338269.0,BlockBuster
167,Love In Secrets,Action,2021-12-06,42945645.0,120192488.0,7.1,84,156.0,French,Uk,Sophie Laurent,2021,179.87119066438518,77246843.0,BlockBuster
168,Battle Of Secrets,Action,2019-10-01,55223892.0,105787443.0,7.1,68,130.0,French,Australia,Alan Smith,2019,91.56100587767338,50563551.0,Hit
169,The Galaxy,Comedy,2015-05-14,136184277.0,170600000.0,6.9,70,155.0,Spanish,Usa,James Holloway,2015,25.271436437555856,34415723.0,Average
170,Dark Kingdom,Action,2023-01-23,213067819.0,627266933.0,7.1,88,123.0,French,Uk,James Holloway,2023,194.39778186306023,414199114.0,BlockBuster
171,Battle Of Destiny,Comedy,2017-05-09,236444949.0,987223543.0,7.6,92,135.0,Spanish,Uk,Raj Mehra,2017,317.52786311370943,750778594.0,BlockBuster
